SampleID,sequencing_well,batch,project,field,sample_name,gps_latitude,gps_longitude,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,soil_ph,available_p,available_k,available_mg,available_ca,available_na,extractable_cu,extractable_zn,extractable_fe,extractable_so4,extractable_mo,extractable_mn,extractable_cu,extractable_co
5_demultiplex.bc1020--bc1112.hifi_reads,F12,2,gt_control,S3,S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1076.hifi_reads,G1,2,sample,6DA.03,6DA.03.16,51.130528,-1.46625,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,spring_oats,,winter_wheat,,OSR,,spring_barley,,winter_wheat,,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Strip tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1082.hifi_reads,G2,2,sample,MD1.01,MD1.01.03,53.1781748,-0.3528241,21,1,2025,01/01/2024,21/01/2025,386,group_3,,maize,,feed_wheat,,OSR,,group_1_2nd,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1083.hifi_reads,G3,2,sample,MD1.01,MD1.01.11,53.1781748,-0.3528241,21,1,2025,01/01/2024,21/01/2025,386,group_3,,maize,,feed_wheat,,OSR,,group_1_2nd,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1089.hifi_reads,G4,2,sample,MD1.01,MD1.01.19,53.1781748,-0.3528241,21,1,2025,01/01/2024,21/01/2025,386,group_3,,maize,,feed_wheat,,OSR,,group_1_2nd,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1096.hifi_reads,G5,2,sample,8JF.04,8JF.04.06,53.834361,-0.5275,5,2,2025,01/01/2024,05/02/2025,401,wheat,,Peas,,wheat,,wheat,,OSR,,wheat,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1098.hifi_reads,G6,2,sample,8JF.04,8JF.04.14,53.834361,-0.5275,5,2,2025,01/01/2024,05/02/2025,401,wheat,,Peas,,wheat,,wheat,,OSR,,wheat,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1100.hifi_reads,G7,2,sample,6DA.04,6DA.04.01,51.140722,-1.457222,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,spring_barley,,grass_ley,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1101.hifi_reads,G8,2,sample,6DA.04,6DA.04.09,51.140722,-1.457222,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,spring_barley,,grass_ley,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1105.hifi_reads,G9,2,sample,6DA.04,6DA.04.17,51.140722,-1.457222,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,spring_barley,,grass_ley,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1107.hifi_reads,G10,2,sample,6FX.01,6FX.01.04,52.039222,-0.915806,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1022--bc1110.hifi_reads,G11,2,sample,6FX.01,6FX.01.12,52.039222,-0.915806,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1076.hifi_reads,H1,2,sample,6DA.03,6DA.03.17,51.130528,-1.46625,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,spring_oats,,winter_wheat,,OSR,,spring_barley,,winter_wheat,,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Strip tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1083.hifi_reads,H3,2,sample,MD1.01,MD1.01.12,53.1781748,-0.3528241,21,1,2025,01/01/2024,21/01/2025,386,group_3,,maize,,feed_wheat,,OSR,,group_1_2nd,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1089.hifi_reads,H4,2,sample,MD1.01,MD1.01.20,53.1781748,-0.3528241,21,1,2025,01/01/2024,21/01/2025,386,group_3,,maize,,feed_wheat,,OSR,,group_1_2nd,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1096.hifi_reads,H5,2,sample,8JF.04,8JF.04.07,53.834361,-0.5275,5,2,2025,01/01/2024,05/02/2025,401,wheat,,Peas,,wheat,,wheat,,OSR,,wheat,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1098.hifi_reads,H6,2,sample,8JF.04,8JF.04.15,53.834361,-0.5275,5,2,2025,01/01/2024,05/02/2025,401,wheat,,Peas,,wheat,,wheat,,OSR,,wheat,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1100.hifi_reads,H7,2,sample,6DA.04,6DA.04.02,51.140722,-1.457222,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,spring_barley,,grass_ley,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1101.hifi_reads,H8,2,sample,6DA.04,6DA.04.10,51.140722,-1.457222,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,spring_barley,,grass_ley,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1105.hifi_reads,H9,2,sample,6DA.04,6DA.04.18,51.140722,-1.457222,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,spring_barley,,grass_ley,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1107.hifi_reads,H10,2,sample,6FX.01,6FX.01.05,52.039222,-0.915806,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1024--bc1110.hifi_reads,H11,2,sample,6FX.01,6FX.01.13,52.039222,-0.915806,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1033.hifi_reads,A1,2,sample,WB6.01,WB6.01.01,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1035.hifi_reads,A2,2,sample,WB6.01,WB6.01.09,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1044.hifi_reads,A3,2,sample,WB6.01,WB6.01.17,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1045.hifi_reads,A4,2,sample,6FX.04,6FX.04.04,52.045806,-0.914611,4,3,2025,01/01/2024,04/03/2025,428,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1054.hifi_reads,A5,2,sample,6FX.04,6FX.04.12,52.045806,-0.914611,4,3,2025,01/01/2024,04/03/2025,428,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1056.hifi_reads,A6,2,sample,6FX.04,6FX.04.20,52.045806,-0.914611,4,3,2025,01/01/2024,04/03/2025,428,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1057.hifi_reads,A7,2,sample,2JJ.05,2JJ.05.07,53.60575,-1.501528,3,2,2025,01/01/2024,03/02/2025,399,wheat,,wheat,,wheat,,wheat,,OSR,,wheat,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1059.hifi_reads,A8,2,sample,2JJ.05,2JJ.05.15,53.60575,-1.501528,3,2,2025,01/01/2024,03/02/2025,399,wheat,,wheat,,wheat,,wheat,,OSR,,wheat,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1060.hifi_reads,A9,2,sample,GF20.01,GF20.01.02,53.1938292,-0.3448469,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,peas,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1062.hifi_reads,A10,2,sample,GF20.01,GF20.01.10,53.1938292,-0.3448469,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,peas,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1065.hifi_reads,A11,2,sample,GF20.01,GF20.01.18,53.1938292,-0.3448469,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,peas,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1005--bc1075.hifi_reads,A12,2,sample,8JF.02,8JF.02.05,53.829639,-0.534361,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,OSR,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1033.hifi_reads,B1,2,sample,WB6.01,WB6.01.02,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1035.hifi_reads,B2,2,sample,WB6.01,WB6.01.10,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1044.hifi_reads,B3,2,sample,WB6.01,WB6.01.18,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1045.hifi_reads,B4,2,sample,6FX.04,6FX.04.05,52.045806,-0.914611,4,3,2025,01/01/2024,04/03/2025,428,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1054.hifi_reads,B5,2,sample,6FX.04,6FX.04.13,52.045806,-0.914611,4,3,2025,01/01/2024,04/03/2025,428,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1056.hifi_reads,B6,2,farmer_kit,FK.6FX.4.80,FK.6FX.4.80,52.045806,-0.914611,4,3,2025,01/01/2024,04/03/2025,428,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1057.hifi_reads,B7,2,sample,2JJ.05,2JJ.05.08,53.60575,-1.501528,3,2,2025,01/01/2024,03/02/2025,399,wheat,,wheat,,wheat,,wheat,,OSR,,wheat,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1059.hifi_reads,B8,2,sample,2JJ.05,2JJ.05.16,53.60575,-1.501528,3,2,2025,01/01/2024,03/02/2025,399,wheat,,wheat,,wheat,,wheat,,OSR,,wheat,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1060.hifi_reads,B9,2,sample,GF20.01,GF20.01.03,53.1938292,-0.3448469,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,peas,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1062.hifi_reads,B10,2,sample,GF20.01,GF20.01.11,53.1938292,-0.3448469,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,peas,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1065.hifi_reads,B11,2,sample,GF20.01,GF20.01.19,53.1938292,-0.3448469,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,peas,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1007--bc1075.hifi_reads,B12,2,sample,8JF.02,8JF.02.06,53.829639,-0.534361,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,OSR,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1033.hifi_reads,C1,2,sample,WB6.01,WB6.01.03,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1035.hifi_reads,C2,2,sample,WB6.01,WB6.01.11,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1044.hifi_reads,C3,2,sample,WB6.01,WB6.01.19,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1045.hifi_reads,C4,2,sample,6FX.04,6FX.04.06,52.045806,-0.914611,4,3,2025,01/01/2024,04/03/2025,428,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1054.hifi_reads,C5,2,sample,6FX.04,6FX.04.14,52.045806,-0.914611,4,3,2025,01/01/2024,04/03/2025,428,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1056.hifi_reads,C6,2,sample,2JJ.05,2JJ.05.01,53.60575,-1.501528,3,2,2025,01/01/2024,03/02/2025,399,wheat,,wheat,,wheat,,wheat,,OSR,,wheat,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1057.hifi_reads,C7,2,sample,2JJ.05,2JJ.05.09,53.60575,-1.501528,3,2,2025,01/01/2024,03/02/2025,399,wheat,,wheat,,wheat,,wheat,,OSR,,wheat,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1059.hifi_reads,C8,2,sample,2JJ.05,2JJ.05.17,53.60575,-1.501528,3,2,2025,01/01/2024,03/02/2025,399,wheat,,wheat,,wheat,,wheat,,OSR,,wheat,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1060.hifi_reads,C9,2,sample,GF20.01,GF20.01.04,53.1938292,-0.3448469,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,peas,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1062.hifi_reads,C10,2,sample,GF20.01,GF20.01.12,53.1938292,-0.3448469,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,peas,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1065.hifi_reads,C11,2,sample,GF20.01,GF20.01.20,53.1938292,-0.3448469,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,peas,,spring_wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1008--bc1075.hifi_reads,C12,2,sample,8JF.02,8JF.02.07,53.829639,-0.534361,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,OSR,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
6_demultiplex.bc1012--bc1033.hifi_reads,D1,2,sample,WB6.01,WB6.01.04,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1012--bc1035.hifi_reads,D2,2,sample,WB6.01,WB6.01.12,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
6_demultiplex.bc1012--bc1044.hifi_reads,D3,2,sample,WB6.01,WB6.01.20,53.1888223,-0.3329309,21,1,2025,01/01/2024,21/01/2025,386,feed_wheat_2nd,,feed_wheat,,OSR,,group_1,,Peas,,group 2 wheat,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
